DATE,DEXJPUS,DEXCAUS,DEXCHUS,SP500
2018-04-09,107.06,1.27,6.3035,2613.16
2018-04-10,107.3,1.2609,6.2798,2656.87
2018-04-11,106.78,1.2581,6.2655,2642.19
2018-04-12,107.3,1.2583,6.2876,2663.99
2018-04-13,107.52,1.2604,6.2725,2656.3
2018-04-16,107.26,1.258,6.2752,2677.84
2018-04-17,107.09,1.2548,6.2804,2706.39
2018-04-18,107.26,1.2636,6.2722,2708.64
2018-04-19,107.42,1.2638,6.2765,2693.13
2018-04-20,107.6,1.274,6.2945,2670.14
2018-04-23,108.62,1.2845,6.3158,2670.29
2018-04-24,109.03,1.2823,6.3035,2634.56
2018-04-25,109.33,1.2871,6.3236,2639.4
2018-04-26,109.3,1.2867,6.334,2666.94
2018-04-27,109.12,1.2862,6.3325,2669.91
2018-04-30,109.28,1.2818,6.3325,2648.05
2018-05-01,109.69,1.2873,6.3325,2654.8
2018-05-02,109.89,1.2848,6.361,2635.67
2018-05-03,109.06,1.2878,6.352,2629.73
2018-05-04,109.16,1.2848,6.3589,2663.42
2018-05-07,109.14,1.285,6.364,2672.63
2018-05-08,109.16,1.2967,6.369,2671.92
2018-05-09,109.68,1.2852,6.3585,2697.79
2018-05-10,109.53,1.2787,6.344,2723.07
2018-05-11,109.26,1.2781,6.3333,2727.72
2018-05-14,109.52,1.2761,6.336,2730.13
2018-05-15,110.25,1.2868,6.376,2711.45
2018-05-16,110.22,1.2828,6.3706,2722.46
2018-05-17,110.76,1.2815,6.3645,2720.13
2018-05-18,110.71,1.2892,6.3768,2712.97
2018-05-21,111.08,1.2835,6.3815,2733.01
2018-05-22,110.94,1.2775,6.366,2724.44
2018-05-23,110.05,1.2882,6.3875,2733.29
2018-05-24,109.3,1.2907,6.3757,2727.76
2018-05-25,109.35,1.2972,6.3903,2721.33
2018-05-28,,,,
2018-05-29,108.62,1.3027,6.4162,2689.86
2018-05-30,109.04,1.2842,6.4175,2724.01
2018-05-31,108.73,1.297,6.4096,2705.27
2018-06-01,109.49,1.2948,6.418,2734.62
2018-06-04,109.66,1.2922,6.405,2746.87
2018-06-05,109.63,1.3008,6.4042,2748.8
2018-06-06,110.0,1.2907,6.385,2772.35
2018-06-07,109.92,1.2988,6.389,2770.37
2018-06-08,109.45,1.2956,6.4031,2779.03
2018-06-11,109.94,1.298,6.4,2782.0
2018-06-12,110.22,1.2987,6.3992,2786.85
2018-06-13,110.41,1.2963,6.3944,2775.63
2018-06-14,110.44,1.307,6.398,2782.49
2018-06-15,110.58,1.3167,6.4379,2779.66
2018-06-18,110.44,1.3229,6.4379,2773.75
2018-06-19,110.02,1.3263,6.4802,2762.59
2018-06-20,110.14,1.3291,6.4713,2767.32
2018-06-21,110.05,1.3319,6.49,2749.76
2018-06-22,109.98,1.3318,6.5027,2754.88
2018-06-25,109.62,1.3313,6.536,2717.07
2018-06-26,109.92,1.3293,6.5759,2723.06
2018-06-27,110.34,1.33,6.5992,2699.63
2018-06-28,110.38,1.3253,6.6235,2716.31
2018-06-29,110.71,1.314,6.6171,2718.37
2018-07-02,110.73,1.3213,6.6632,2726.71
2018-07-03,110.54,1.315,6.6368,2713.22
2018-07-04,,,,
2018-07-05,110.59,1.3121,6.6341,2736.61
2018-07-06,110.48,1.309,6.6396,2759.82
2018-07-09,110.78,1.3111,6.6123,2784.17
2018-07-10,111.24,1.312,6.6296,2793.84
2018-07-11,111.52,1.3127,6.6764,2774.02
2018-07-12,112.41,1.3158,6.663,2798.29
2018-07-13,112.38,1.3168,6.69,2801.31
2018-07-16,112.29,1.3131,6.6866,2798.43
2018-07-17,112.79,1.3198,6.7018,2809.55
2018-07-18,112.82,1.3203,6.7161,2815.62
2018-07-19,112.98,1.3271,6.7701,2804.49
2018-07-20,111.74,1.3155,6.7659,2801.83
2018-07-23,111.36,1.315,6.7927,2806.98
2018-07-24,111.27,1.3165,6.7912,2820.4
2018-07-25,111.02,1.3104,6.7658,2846.07
2018-07-26,111.2,1.308,6.7865,2837.44
2018-07-27,110.94,1.3057,6.8097,2818.82
2018-07-30,110.98,1.3013,6.8102,2802.6
2018-07-31,111.88,1.3017,6.8038,2816.29
2018-08-01,111.72,1.3006,6.8154,2813.36
2018-08-02,111.48,1.3004,6.838,2827.22
2018-08-03,111.12,1.2975,6.8309,2840.35
2018-08-06,111.43,1.2997,6.85,2850.4
2018-08-07,111.19,1.3017,6.828,2858.45
2018-08-08,110.96,1.3061,6.8344,2857.7
2018-08-09,110.9,1.3046,6.8199,2853.58
2018-08-10,110.66,1.3126,6.8458,2833.28
2018-08-13,110.65,1.3138,6.888,2821.93
2018-08-14,110.92,1.3107,6.8809,2839.96
2018-08-15,110.62,1.3155,6.933,2818.37
2018-08-16,110.89,1.3144,6.8792,2840.69
2018-08-17,110.54,1.308,6.874,2850.13
2018-08-20,110.38,1.3085,6.8546,2857.05
2018-08-21,110.48,1.3048,6.8444,2862.96
2018-08-22,110.54,1.3014,6.84,2861.82
2018-08-23,111.14,1.3057,6.8748,2856.98
2018-08-24,111.22,1.3022,6.803,2874.69
2018-08-27,111.09,1.2966,6.8145,2896.74
2018-08-28,111.04,1.2925,6.8018,2897.52
2018-08-29,111.8,1.2941,6.819,2914.04
2018-08-30,111.17,1.2991,6.8415,2901.13
2018-08-31,110.98,1.3072,6.83,2901.52
2018-09-03,,,,
2018-09-04,111.44,1.3182,6.8427,2896.72
2018-09-05,111.47,1.3191,6.827,2888.6
2018-09-06,110.87,1.3212,6.8322,2878.05
2018-09-07,111.18,1.317,6.8419,2871.68
2018-09-10,111.09,1.3159,6.8545,2877.13
2018-09-11,111.54,1.3131,6.8704,2887.89
2018-09-12,111.29,1.3005,6.8574,2888.92
2018-09-13,111.92,1.3005,6.8407,2904.18
2018-09-14,112.09,1.3029,6.8673,2904.98
2018-09-17,111.97,1.3017,6.854,2888.8
2018-09-18,112.3,1.2977,6.8591,2904.31
2018-09-19,112.21,1.2939,6.8466,2907.95
2018-09-20,112.58,1.2918,6.8455,2930.75
2018-09-21,112.62,1.2912,6.8559,2929.67
2018-09-24,112.62,1.2934,6.8559,2919.37
2018-09-25,112.88,1.2944,6.8632,2915.56
2018-09-26,112.92,1.2963,6.8763,2905.97
2018-09-27,113.38,1.3036,6.888,2914.0
2018-09-28,113.48,1.2922,6.868,2913.98
2018-10-01,113.96,1.2799,6.868,2924.59
2018-10-02,113.66,1.2815,6.868,2923.43
2018-10-03,114.19,1.2826,6.868,2925.51
2018-10-04,113.79,1.2903,6.868,2901.61
2018-10-05,113.56,1.2948,6.868,2885.57
2018-10-08,,,,2884.43
2018-10-09,113.13,1.2959,6.9217,2880.34
2018-10-10,112.71,1.2985,6.9224,2785.68
2018-10-11,112.26,1.3037,6.888,2728.37
2018-10-12,112.02,1.3023,6.9182,2767.13
2018-10-15,111.82,1.2966,6.9131,2750.79
2018-10-16,112.16,1.2935,6.9102,2809.92
2018-10-17,112.21,1.2985,6.9263,2809.21
2018-10-18,112.11,1.3059,6.9367,2768.78
2018-10-19,112.52,1.3101,6.9291,2767.78
2018-10-22,112.78,1.3104,6.9446,2755.88
2018-10-23,112.12,1.3101,6.9373,2740.69
2018-10-24,112.58,1.2994,6.942,2656.1
2018-10-25,112.54,1.3066,6.9477,2705.57
2018-10-26,111.65,1.31,6.9425,2658.69
2018-10-29,112.49,1.3129,6.9605,2641.25
2018-10-30,112.76,1.3133,6.9663,2682.63
2018-10-31,112.86,1.3129,6.9737,2711.74
2018-11-01,112.79,1.3108,6.9205,2740.37
2018-11-02,113.09,1.3108,6.8894,2723.06
2018-11-05,113.22,1.3098,6.9249,2738.31
2018-11-06,113.38,1.3132,6.9172,2755.45
2018-11-07,113.32,1.3108,6.9174,2813.89
2018-11-08,113.87,1.3115,6.9318,2806.83
2018-11-09,113.77,1.323,6.9553,2781.01
2018-11-12,,,,2726.22
2018-11-13,113.97,1.3223,6.9546,2722.18
2018-11-14,113.7,1.3237,6.95,2701.58
2018-11-15,113.46,1.3193,6.938,2730.2
2018-11-16,112.76,1.3174,6.9367,2736.27
2018-11-19,112.54,1.3187,6.9398,2690.73
2018-11-20,112.66,1.3245,6.9448,2641.89
2018-11-21,113.06,1.3274,6.9248,2649.93
2018-11-22,,,,
2018-11-23,112.83,1.3226,6.9477,2632.56
2018-11-26,113.58,1.3237,6.9397,2673.45
2018-11-27,113.84,1.3313,6.9498,2682.17
2018-11-28,113.96,1.3328,6.9534,2743.79
2018-11-29,113.42,1.3278,6.9419,2737.76
2018-11-30,113.54,1.3282,6.9558,2760.17
2018-12-03,113.54,1.319,6.8798,2790.37
2018-12-04,112.93,1.3202,6.8343,2700.06
2018-12-05,,,,
2018-12-06,112.46,1.3417,6.8816,2695.95
2018-12-07,112.6,1.3302,6.8733,2633.08
2018-12-10,112.96,1.3385,6.9077,2637.72
2018-12-11,113.41,1.3408,6.8968,2636.78
2018-12-12,113.28,1.3336,6.8778,2651.07
2018-12-13,113.66,1.3349,6.8798,2650.54
2018-12-14,113.35,1.3387,6.905,2599.95
2018-12-17,112.96,1.339,6.8962,2545.94
2018-12-18,112.54,1.3466,6.8939,2546.16
2018-12-19,112.15,1.3434,6.8918,2506.96
2018-12-20,111.34,1.3515,6.8834,2467.42
2018-12-21,111.14,1.357,6.9048,2416.62
2018-12-24,,,,2351.1
2018-12-25,,,,
2018-12-26,110.45,1.3576,6.8847,2467.7
2018-12-27,110.78,1.365,6.8649,2488.83
2018-12-28,110.34,1.3629,6.8755,2485.74
2018-12-31,109.7,1.3644,6.8755,2506.85
2019-01-01,,,,
2019-01-02,109.22,1.3591,6.8597,2510.03
2019-01-03,108.07,1.3484,6.8708,2447.89
2019-01-04,108.29,1.3399,6.8663,2531.94
2019-01-07,108.62,1.3297,6.8501,2549.69
2019-01-08,108.57,1.3307,6.8519,2574.41
2019-01-09,108.38,1.3212,6.8117,2584.96
2019-01-10,108.29,1.3232,6.7875,2596.64
2019-01-11,108.34,1.3256,6.7596,2596.26
2019-01-14,,,,2582.61
2019-01-15,108.72,1.3272,6.7595,2610.3
2019-01-16,108.84,1.3243,6.7532,2616.1
2019-01-17,109.01,1.3296,6.7735,2635.96
2019-01-18,109.79,1.3262,6.7765,2670.71
2019-01-21,,,,
2019-01-22,109.34,1.3333,6.8072,2632.9
2019-01-23,109.44,1.3362,6.7897,2638.7
2019-01-24,109.72,1.3342,6.7835,2642.33
2019-01-25,109.6,1.3259,6.7448,2664.76
2019-01-28,109.2,1.3269,6.7437,2643.85
2019-01-29,109.36,1.3264,6.7304,2640.0
2019-01-30,109.57,1.3189,6.7115,2681.05
2019-01-31,108.84,1.314,6.6958,2704.1
2019-02-01,109.55,1.3095,6.7426,2706.53
2019-02-04,109.96,1.3127,6.7426,2724.87
2019-02-05,109.99,1.3132,6.7426,2737.7
2019-02-06,109.75,1.3192,6.7426,2731.61
2019-02-07,109.7,1.3296,6.7426,2706.05
2019-02-08,109.76,1.3277,6.7426,2707.88
2019-02-11,110.4,1.3296,6.7907,2709.8
2019-02-12,110.5,1.3244,6.7726,2744.73
2019-02-13,110.86,1.3222,6.7598,2753.03
2019-02-14,110.68,1.3307,6.7711,2745.73
2019-02-15,110.54,1.3272,6.768,2775.6
2019-02-18,,,,
2019-02-19,110.68,1.3248,6.756,2779.76
2019-02-20,,,,2784.7
2019-02-21,110.72,1.3192,6.7195,2774.88
2019-02-22,110.7,1.3188,6.7112,2792.67
2019-02-25,111.07,1.3183,6.6844,2796.11
2019-02-26,110.76,1.3175,6.698,2793.9
2019-02-27,110.92,1.3145,6.6822,2792.38
2019-02-28,111.38,1.3166,6.6912,2784.49
2019-03-01,111.89,1.3277,6.7048,2803.69
2019-03-04,111.68,1.3329,6.7045,2792.81
2019-03-05,111.98,1.3352,6.706,2789.65
2019-03-06,111.66,1.3445,6.7099,2771.45
2019-03-07,111.6,1.342,6.7132,2748.93
2019-03-08,111.11,1.3426,6.7201,2743.07
2019-03-11,111.21,1.3418,6.7215,2783.3
2019-03-12,111.38,1.338,6.707,2791.52
2019-03-13,111.23,1.3318,6.7064,2810.92
2019-03-14,111.71,1.3316,6.7209,2808.48
2019-03-15,111.57,1.3337,6.7129,2822.48
2019-03-18,111.41,1.3342,6.7121,2832.94
2019-03-19,111.38,1.3294,6.7106,2832.57
2019-03-20,111.41,1.3327,6.6916,2824.23
2019-03-21,110.86,1.3369,6.6952,2854.88
2019-03-22,109.76,1.3406,6.7162,2800.71
2019-03-25,110.09,1.3418,6.7079,2798.36
2019-03-26,110.5,1.3389,6.7145,2818.46
2019-03-27,110.38,1.3434,6.7262,2805.37
2019-03-28,110.54,1.3424,6.7381,2815.44
2019-03-29,110.68,1.336,6.7112,2834.4
2019-04-01,111.29,1.3344,6.7102,2867.19
2019-04-02,111.32,1.3357,6.7223,2867.24
2019-04-03,111.48,1.3315,6.7098,2873.4
2019-04-04,111.55,1.3357,6.7167,2879.39
2019-04-05,111.71,1.3387,6.7182,2892.74
2019-04-08,111.47,1.3316,6.7158,2895.77
2019-04-09,111.08,1.332,6.7111,2878.2
2019-04-10,110.92,1.3322,6.7153,2888.21
2019-04-11,111.48,1.3379,6.7188,2888.32
2019-04-12,112.0,1.3332,6.7039,2907.41
2019-04-15,112.0,1.3372,6.7072,2905.58
2019-04-16,111.95,1.335,6.7112,2907.06
2019-04-17,112.0,1.3345,6.687,2900.45
2019-04-18,111.94,1.3372,6.7081,2905.03
2019-04-19,111.92,1.3386,6.7032,
2019-04-22,111.94,1.3352,6.7112,2907.97
2019-04-23,111.86,1.342,6.7249,2933.68
2019-04-24,111.81,1.3465,6.7207,2927.25
2019-04-25,111.59,1.3494,6.7418,2926.17
2019-04-26,111.6,1.3459,6.7282,2939.88
2019-04-29,111.8,1.3448,6.7332,2943.03
2019-04-30,111.4,1.3427,6.7347,2945.83
2019-05-01,111.18,1.3417,6.7319,2923.73
2019-05-02,111.39,1.3468,6.7337,2917.52
2019-05-03,111.28,1.3425,6.7337,2945.64
2019-05-06,110.86,1.3446,6.7602,2932.47
2019-05-07,110.34,1.3472,6.7755,2884.05
2019-05-08,110.12,1.3458,6.7818,2879.42
2019-05-09,109.55,1.349,6.8256,2870.72
2019-05-10,109.56,1.3428,6.8217,2881.4
2019-05-13,109.18,1.3467,6.8765,2811.87
2019-05-14,109.68,1.3466,6.8737,2834.41
2019-05-15,109.58,1.3432,6.8742,2850.96
2019-05-16,109.89,1.3433,6.8832,2876.32
2019-05-17,109.9,1.3477,6.9182,2859.53
2019-05-20,109.96,1.3432,6.9111,2840.23
2019-05-21,110.6,1.3425,6.9007,2864.36
2019-05-22,110.28,1.3417,6.9054,2856.27
2019-05-23,109.58,1.3471,6.9087,2822.24
2019-05-24,109.38,1.3454,6.8997,2826.06
2019-05-27,,,,
2019-05-28,109.49,1.3473,6.9078,2802.39
2019-05-29,109.24,1.3533,6.9138,2783.02
2019-05-30,109.67,1.3508,6.9011,2788.86
2019-05-31,108.66,1.3523,6.9027,2752.06
2019-06-03,108.39,1.3471,6.9028,2744.45
2019-06-04,108.3,1.3417,6.9072,2803.27
2019-06-05,108.2,1.3409,6.9084,2826.15
2019-06-06,108.08,1.3374,6.9082,2843.49
2019-06-07,108.15,1.3287,6.9057,2873.34
2019-06-10,108.56,1.3259,6.9298,2886.73
2019-06-11,108.52,1.3291,6.9107,2885.72
2019-06-12,108.42,1.3298,6.9161,2879.84
2019-06-13,108.44,1.333,6.9212,2891.64
2019-06-14,108.44,1.3382,6.9247,2886.98
2019-06-17,108.56,1.3398,6.9251,2889.67
2019-06-18,108.39,1.3396,6.9002,2917.75
2019-06-19,108.36,1.3362,6.8996,2926.46
2019-06-20,107.52,1.3208,6.851,2954.18
2019-06-21,107.55,1.3217,6.8686,2950.46
2019-06-24,107.36,1.3196,6.8758,2945.35
2019-06-25,106.92,1.3164,6.8791,2917.38
2019-06-26,107.64,1.3109,6.8781,2913.78
2019-06-27,107.73,1.3115,6.8762,2924.92
2019-06-28,107.84,1.3091,6.865,2941.76
2019-07-01,108.42,1.3124,6.8487,2964.33
2019-07-02,107.98,1.3117,6.8717,2973.01
2019-07-03,107.84,1.307,6.8806,2995.82
2019-07-04,,,,
2019-07-05,108.55,1.3108,6.8925,2990.41
2019-07-08,108.72,1.3088,6.8808,2975.95
2019-07-09,108.78,1.3123,6.8866,2979.63
2019-07-10,108.44,1.3099,6.8705,2993.07
2019-07-11,108.29,1.3071,6.8682,2999.91
2019-07-12,108.0,1.3042,6.8796,3013.77
2019-07-15,107.89,1.3036,6.8769,3014.3
2019-07-16,108.35,1.3043,6.8753,3004.04
2019-07-17,108.1,1.3041,6.8731,2984.42
2019-07-18,107.74,1.309,6.8788,2995.11
2019-07-19,107.78,1.3081,6.8812,2976.61
2019-07-22,107.91,1.3115,6.8803,2985.03
2019-07-23,108.06,1.3138,6.8787,3005.47
2019-07-24,108.08,1.3134,6.8717,3019.56
2019-07-25,108.58,1.3145,6.8714,3003.67
2019-07-26,108.69,1.3187,6.8785,3025.86
2019-07-29,108.86,1.3151,6.8927,3020.97
2019-07-30,108.66,1.3169,6.8833,3013.18
2019-07-31,108.58,1.3143,6.8833,2980.38
2019-08-01,108.28,1.3202,6.8972,2953.56
2019-08-02,106.64,1.3217,6.9387,2932.05
2019-08-05,106.02,1.3196,7.0481,2844.74
2019-08-06,106.45,1.3252,7.0192,2881.77
2019-08-07,105.62,1.333,7.0592,2883.98
2019-08-08,106.04,1.3241,7.044,2938.09
2019-08-09,105.3,1.3226,7.0613,2918.65
2019-08-12,105.38,1.3232,7.0578,2883.75
2019-08-13,106.6,1.3221,7.0423,2926.32
2019-08-14,105.79,1.332,7.0224,2840.6
2019-08-15,106.12,1.3322,7.0327,2847.6
2019-08-16,106.34,1.328,7.0413,2888.68
2019-08-19,106.5,1.3306,7.0499,2923.65
2019-08-20,106.35,1.3331,7.0597,2900.51
2019-08-21,106.52,1.3275,7.0623,2924.43
2019-08-22,106.44,1.3295,7.0829,2922.95
2019-08-23,105.3,1.3319,7.0928,2847.11
2019-08-26,106.0,1.3282,7.1503,2878.38
2019-08-27,105.8,1.3274,7.1603,2869.16
2019-08-28,105.86,1.3299,7.1628,2887.94
2019-08-29,106.5,1.3299,7.1434,2924.58
2019-08-30,106.3,1.329,7.1543,2926.46
2019-09-02,,,,
2019-09-03,105.88,1.3332,7.1786,2906.27
2019-09-04,106.28,1.3248,7.144,2937.78
2019-09-05,106.96,1.3238,7.1468,2976.0
2019-09-06,106.8,1.317,7.1131,2978.71
2019-09-09,107.14,1.314,7.121,2978.43
2019-09-10,107.34,1.3141,7.1121,2979.39
2019-09-11,107.73,1.3199,7.1153,3000.93
2019-09-12,107.97,1.3209,7.0787,3009.57
2019-09-13,108.12,1.3268,7.0754,3007.39
2019-09-16,107.94,1.324,7.0659,2997.96
2019-09-17,108.12,1.3249,7.0905,3005.7
2019-09-18,108.17,1.3283,7.0849,3006.73
2019-09-19,108.0,1.3258,7.0959,3006.79
2019-09-20,107.95,1.3268,7.0909,2992.07
2019-09-23,107.47,1.3271,7.1168,2991.78
2019-09-24,107.32,1.3253,7.1138,2966.6
2019-09-25,107.78,1.3279,7.1313,2984.87
2019-09-26,107.67,1.3271,7.13,2977.62
2019-09-27,108.05,1.325,7.1218,2961.79
2019-09-30,108.11,1.3243,7.1477,2976.74
2019-10-01,107.7,1.3235,7.1473,2940.25
2019-10-02,107.21,1.3313,7.1473,2887.61
2019-10-03,106.76,1.3323,7.1473,2910.63
2019-10-04,106.91,1.3332,7.1473,2952.01
2019-10-07,107.06,1.3305,7.1473,2938.79
2019-10-08,107.06,1.3332,7.1422,2893.06
2019-10-09,107.43,1.3327,7.1316,2919.4
2019-10-10,107.91,1.3274,7.1153,2938.13
2019-10-11,108.52,1.3181,7.0868,2970.27
2019-10-14,,,,2966.15
2019-10-15,108.83,1.3199,7.0814,2995.68
2019-10-16,108.71,1.3191,7.092,2989.69
2019-10-17,108.51,1.3136,7.0766,2997.95
2019-10-18,108.44,1.3134,7.0805,2986.2
2019-10-21,108.57,1.31,7.0748,3006.72
2019-10-22,108.56,1.3086,7.0761,2995.99
2019-10-23,108.64,1.3089,7.0624,3004.52
2019-10-24,108.62,1.3078,7.0684,3010.29
2019-10-25,108.75,1.3064,7.0647,3022.55
2019-10-28,109.02,1.3063,7.067,3039.42
2019-10-29,108.83,1.3078,7.0655,3036.89
2019-10-30,108.88,1.3179,7.0541,3046.77
2019-10-31,108.09,1.3144,7.0379,3037.56
2019-11-01,108.16,1.3145,7.0368,3066.91
2019-11-04,108.56,1.3145,7.03,3078.27
2019-11-05,109.13,1.3176,7.0082,3074.62
2019-11-06,108.86,1.3187,6.9968,3076.78
2019-11-07,109.42,1.3177,6.9766,3085.18
2019-11-08,109.14,1.3218,6.9954,3093.08
2019-11-11,,,,3087.01
2019-11-12,109.09,1.3227,7.0066,3091.84
2019-11-13,108.83,1.3239,7.0223,3094.04
2019-11-14,108.33,1.3251,7.0195,3096.63
2019-11-15,108.8,1.3228,7.0075,3120.46
2019-11-18,108.61,1.321,7.0246,3122.03
2019-11-19,108.59,1.3233,7.0263,3120.18
2019-11-20,108.67,1.3317,7.0344,3108.46
2019-11-21,108.53,1.3277,7.0285,3103.54
2019-11-22,108.67,1.3293,7.0389,3110.29
2019-11-25,108.95,1.3312,7.0349,3133.64
2019-11-26,109.11,1.3285,7.0319,3140.52
2019-11-27,109.38,1.3284,7.028,3153.63
2019-11-28,,,,
2019-11-29,109.47,1.3291,7.0308,3140.98
2019-12-02,109.09,1.3298,7.038,3113.87
2019-12-03,108.53,1.3298,7.0609,3093.2
2019-12-04,108.87,1.3212,7.0489,3112.76
2019-12-05,108.69,1.3177,7.0445,3117.43
2019-12-06,108.66,1.3255,7.0348,3145.91
2019-12-09,108.59,1.3228,7.0389,3135.96
2019-12-10,108.73,1.3231,7.0328,3132.52
2019-12-11,108.67,1.3202,7.0384,3141.63
2019-12-12,109.16,1.3185,6.9925,3168.57
2019-12-13,109.28,1.3196,6.9925,3168.8
2019-12-16,109.64,1.3158,6.9921,3191.45
2019-12-17,109.52,1.3155,6.9967,3192.52
2019-12-18,109.58,1.3117,7.0029,3191.14
2019-12-19,109.23,1.3122,7.0097,3205.37
2019-12-20,109.45,1.317,7.0063,3221.22
2019-12-23,109.39,1.3167,7.0124,3224.01
2019-12-24,109.38,1.316,7.0064,3223.38
2019-12-25,,,,
2019-12-26,109.67,1.3124,6.9949,3239.91
2019-12-27,109.47,1.3073,6.9954,3240.02
2019-12-30,108.85,1.3058,6.9864,3221.29
2019-12-31,108.67,1.2962,6.9618,3230.78
2020-01-01,,,,
2020-01-02,108.43,1.2998,6.9642,3257.85
2020-01-03,107.94,1.2985,6.9649,3234.85
2020-01-06,108.36,1.2964,6.9749,3246.28
2020-01-07,108.53,1.3016,6.9443,3237.18
2020-01-08,109.03,1.3026,6.9447,3253.05
2020-01-09,109.47,1.309,6.9309,3274.7
2020-01-10,109.5,1.3051,6.9178,3265.35
2020-01-13,109.93,1.3049,6.8924,3288.13
2020-01-14,110.05,1.3056,6.8837,3283.15
2020-01-15,109.94,1.304,6.8899,3289.29
2020-01-16,110.16,1.3042,6.8769,3316.81
2020-01-17,110.16,1.3074,6.8589,3329.62
2020-01-20,,,,
2020-01-21,109.95,1.3068,6.9049,3320.79
2020-01-22,109.93,1.3135,6.904,3321.75
2020-01-23,109.39,1.3144,6.9364,3325.54
2020-01-24,109.31,1.3146,6.9161,3295.47
2020-01-27,108.95,1.3176,6.9161,3243.63
2020-01-28,109.17,1.3174,6.9161,3276.24
2020-01-29,109.15,1.3201,6.9161,3273.4
2020-01-30,108.75,1.3216,6.9161,3283.66
2020-01-31,108.5,1.322,6.9161,3225.52
2020-02-03,108.59,1.3295,7.0208,3248.92
2020-02-04,109.41,1.3266,6.9979,3297.59
2020-02-05,109.74,1.3294,6.972,3334.69
2020-02-06,109.89,1.3292,6.9694,3345.78
2020-02-07,109.81,1.3304,7.0003,3327.71
2020-02-10,109.77,1.3323,6.982,3352.09
2020-02-11,109.78,1.3299,6.965,3357.75
2020-02-12,110.0,1.3243,6.9708,3379.45
2020-02-13,109.81,1.3255,6.9759,3373.94
2020-02-14,109.77,1.3251,6.9859,3380.16
2020-02-17,,,,
2020-02-18,109.8,1.3256,6.9949,3370.29
2020-02-19,111.17,1.3232,6.9975,3386.15
2020-02-20,111.86,1.3259,7.0225,3373.23
2020-02-21,111.74,1.3217,7.0255,3337.75
2020-02-24,110.56,1.3282,7.0286,3225.89
2020-02-25,110.23,1.3285,7.0128,3128.21
2020-02-26,110.36,1.3321,7.0214,3116.39
2020-02-27,110.15,1.3356,7.0036,2978.76
2020-02-28,108.12,1.3411,6.9906,2954.22
2020-03-02,108.02,1.3334,6.9595,3090.23
2020-03-03,107.28,1.3352,6.9579,3003.37
2020-03-04,107.34,1.3425,6.9244,3130.12
2020-03-05,106.56,1.3403,6.9366,3023.94
2020-03-06,105.31,1.342,6.9298,2972.37
2020-03-09,102.52,1.3527,6.9448,2746.56
2020-03-10,103.71,1.3775,6.9549,2882.23
2020-03-11,104.81,1.3748,6.9595,2741.38
2020-03-12,105.67,1.3869,7.0282,2480.64
2020-03-13,107.15,1.3991,7.0079,2711.02
2020-03-16,105.64,1.3974,6.9913,2386.13
2020-03-17,107.41,1.4188,7.003,2529.19
2020-03-18,108.45,1.4529,7.0459,2398.1
2020-03-19,110.08,1.4463,7.1058,2409.39
2020-03-20,111.3,1.4363,7.095,2304.92
2020-03-23,111.36,1.4539,7.09,2237.4
2020-03-24,111.44,1.448,7.061,2447.33
2020-03-25,111.43,1.4333,7.1099,2475.56
2020-03-26,109.45,1.4045,7.0709,2630.07
2020-03-27,108.16,1.4075,7.0942,2541.47
2020-03-30,108.06,1.4169,7.0986,2626.65
2020-03-31,107.53,1.4123,7.0808,2584.59
2020-04-01,107.05,1.4222,7.0989,2470.5
2020-04-02,107.85,1.411,7.0857,2526.9
2020-04-03,108.53,1.4132,7.0908,2488.65
2020-04-06,109.11,1.4125,7.0895,2663.68
2020-04-07,108.97,1.3971,7.0448,2659.41
2020-04-08,108.7,1.4015,7.0649,2749.98
2020-04-09,108.38,1.398,7.0428,2789.82
2020-04-10,108.39,1.3967,7.0341,
2020-04-13,107.59,1.3953,7.0501,2761.63
2020-04-14,107.08,1.3903,7.0479,2846.06
2020-04-15,107.42,1.4105,7.0664,2783.36
2020-04-16,107.72,1.4141,7.0778,2799.55
2020-04-17,107.52,1.4026,7.0711,2874.56
2020-04-20,107.69,1.4067,7.0721,2823.16
2020-04-21,107.69,1.4199,7.0914,2736.56
2020-04-22,107.81,1.4132,7.0831,2799.31
2020-04-23,107.65,1.4028,7.0654,2797.8
2020-04-24,107.44,1.4098,7.0813,2836.74
2020-04-27,107.22,1.4042,7.0848,2878.48
2020-04-28,106.83,1.3992,7.0776,2863.39
2020-04-29,106.67,1.3936,7.0755,2939.51
2020-04-30,106.94,1.3911,7.0622,2912.43
2020-05-01,106.76,1.4102,7.0622,2830.71
2020-05-04,106.82,1.4088,7.0622,2842.74
2020-05-05,106.52,1.4025,7.0622,2868.44
2020-05-06,106.07,1.4143,7.1031,2848.42
2020-05-07,106.36,1.3972,7.0825,2881.19
2020-05-08,106.5,1.391,7.0732,2929.8
2020-05-11,107.7,1.4024,7.0972,2930.32
2020-05-12,107.33,1.4009,7.0816,2870.12
2020-05-13,106.92,1.4089,7.0911,2820.0
2020-05-14,107.09,1.4086,7.0935,2852.5
2020-05-15,107.27,1.409,7.1013,2863.7
2020-05-18,107.25,1.3966,7.1086,2953.91
2020-05-19,107.89,1.3879,7.098,2922.94
2020-05-20,107.46,1.3911,7.0928,2971.61
2020-05-21,107.69,1.3946,7.1138,2948.51
2020-05-22,107.5,1.4021,7.1269,2955.45
